lat,lon,composite_index
37.5,126.45,42.98
37.5,126.5,44.92
37.5,126.55,46.21
37.5,126.6,45.27
37.5,126.65,46.39
37.5,126.7,47.31
37.5,126.75,47.54
37.5,126.8,48.99
37.5,126.85,48.77
37.5,126.9,49.1
37.5,126.95,48.65
37.5,127.0,49.37
37.5,127.05,50.18
37.5,127.1,49.69
37.5,127.15,50.89
37.5,127.2,51.72
37.5,127.25,51.64
37.5,127.3,51.82
37.5,127.35,54.61
37.5,127.4,52.04
37.5,127.45,52.77
37.5,127.5,55.97
37.5,127.55,61.2
37.5,127.6,56.28
37.5,127.65,53.19
37.5,127.7,53.88
37.5,127.75,54.85
37.5,127.8,55.33
37.5,127.85,56.96
37.5,127.9,54.84
37.5,127.95,53.0
37.5,128.0,50.42
37.5,128.05,51.2
37.5,128.1,52.99
37.5,128.15,54.24
37.5,128.2,55.6
37.5,128.25,56.72
37.5,128.3,61.08
37.5,128.35,60.79
37.5,128.4,56.36
37.5,128.45,56.53
37.5,128.5,58.24
37.5,128.55,57.43
37.5,128.6,55.15
37.5,128.65,58.81
37.5,128.7,54.92
37.5,128.75,49.89
37.5,128.8,51.88
37.5,128.85,50.08
37.5,128.9,51.39
37.5,128.95,54.4
37.5,129.0,52.22
37.5,129.05,50.01
37.5,129.1,50.64
37.5,129.15,50.42
37.5,130.8,40.87
37.5,130.85,52.29
37.5,130.9,62.92
37.55,126.6,44.32
37.55,126.65,45.87
37.55,126.7,47.94
37.55,126.75,47.86
37.55,126.8,48.63
37.55,126.85,49.51
37.55,126.9,49.21
37.55,126.95,50.32
37.55,127.0,49.28
37.55,127.05,51.58
37.55,127.1,52.15
37.55,127.15,52.53
37.55,127.2,52.05
37.55,127.25,52.5
37.55,127.3,54.31
37.55,127.35,53.67
37.55,127.4,58.7
37.55,127.45,60.86
37.55,127.5,66.71
37.55,127.55,73.44
37.55,127.6,67.07
37.55,127.65,58.62
37.55,127.7,54.02
37.55,127.75,53.68
37.55,127.8,54.75
37.55,127.85,56.7
37.55,127.9,55.29
37.55,127.95,52.02
37.55,128.0,50.87
37.55,128.05,51.33
37.55,128.1,53.03
37.55,128.15,53.55
37.55,128.2,54.89
37.55,128.25,56.98
37.55,128.3,60.3
37.55,128.35,58.26
37.55,128.4,56.5
37.55,128.45,56.18
37.55,128.5,57.34
37.55,128.55,54.67
37.55,128.6,57.98
37.55,128.65,57.91
37.55,128.7,54.47
37.55,128.75,53.35
37.55,128.8,53.18
37.55,128.85,56.04
37.55,128.9,56.02
37.55,128.95,51.59
37.55,129.0,51.88
37.55,129.05,51.4
37.55,129.1,48.46
37.6,126.4,49.4
37.6,126.45,48.3
37.6,126.5,44.28
37.6,126.55,43.97
37.6,126.6,45.18
37.6,126.65,46.99
37.6,126.7,47.3
37.6,126.75,47.55
37.6,126.8,48.64
37.6,126.85,48.34
37.6,126.9,48.74
37.6,126.95,49.66
37.6,127.0,53.18
37.6,127.05,52.54
37.6,127.1,52.49
37.6,127.15,52.65
37.6,127.2,53.68
37.6,127.25,54.26
37.6,127.3,55.12
37.6,127.35,55.51
37.6,127.4,57.32
37.6,127.45,61.13
37.6,127.5,61.77
37.6,127.55,63.46
37.6,127.6,61.68
37.6,127.65,59.85
37.6,127.7,58.76
37.6,127.75,56.53
37.6,127.8,55.73
37.6,127.85,57.62
37.6,127.9,56.32
37.6,127.95,55.04
37.6,128.0,52.44
37.6,128.05,53.53
37.6,128.1,54.61
37.6,128.15,54.03
37.6,128.2,55.21
37.6,128.25,58.07
37.6,128.3,62.23
37.6,128.35,58.04
37.6,128.4,55.51
37.6,128.45,55.36
37.6,128.5,54.43
37.6,128.55,51.67
37.6,128.6,55.96
37.6,128.65,58.1
37.6,128.7,56.67
37.6,128.75,54.63
37.6,128.8,54.7
37.6,128.85,56.48
37.6,128.9,55.52
37.6,128.95,53.13
37.6,129.0,51.72
37.6,129.05,50.71
37.6,129.1,48.47
37.65,125.7,43.8
37.65,126.2,41.17
37.65,126.35,46.18
37.65,126.4,45.86
37.65,126.45,47.15
37.65,126.5,44.93
37.65,126.55,43.91
37.65,126.6,44.99
37.65,126.65,46.48
37.65,126.7,47.37
37.65,126.75,47.99
37.65,126.8,48.4
37.65,126.85,48.77
37.65,126.9,49.14
37.65,126.95,49.77
37.65,127.0,53.62
37.65,127.05,53.66
37.65,127.1,53.33
37.65,127.15,54.82
37.65,127.2,55.58
37.65,127.25,55.48
37.65,127.3,56.48
37.65,127.35,57.12
37.65,127.4,59.08
37.65,127.45,60.81
37.65,127.5,56.27
37.65,127.55,59.28
37.65,127.6,54.49
37.65,127.65,55.87
37.65,127.7,57.41
37.65,127.75,55.97
37.65,127.8,57.18
37.65,127.85,55.14
37.65,127.9,54.14
37.65,127.95,53.22
37.65,128.0,53.99
37.65,128.05,54.56
37.65,128.1,55.14
37.65,128.15,53.89
37.65,128.2,53.62
37.65,128.25,55.06
37.65,128.3,60.57
37.65,128.35,58.15
37.65,128.4,57.63
37.65,128.45,56.66
37.65,128.5,54.99
37.65,128.55,53.41
37.65,128.6,52.14
37.65,128.65,55.21
37.65,128.7,54.73
37.65,128.75,57.81
37.65,128.8,55.29
37.65,128.85,53.5
37.65,128.9,54.82
37.65,128.95,54.02
37.65,129.0,53.05
37.65,129.05,50.43
37.7,126.3,42.12
37.7,126.35,44.1
37.7,126.4,45.66
37.7,126.45,50.89
37.7,126.5,45.32
37.7,126.55,44.95
37.7,126.6,44.81
37.7,126.65,45.92
37.7,126.7,47.41
37.7,126.75,48.7
37.7,126.8,49.93
37.7,126.85,49.43
37.7,126.9,49.83
37.7,126.95,50.86
37.7,127.0,53.38
37.7,127.05,55.44
37.7,127.1,53.59
37.7,127.15,53.74
37.7,127.2,53.5
37.7,127.25,56.01
37.7,127.3,57.27
37.7,127.35,59.91
37.7,127.4,58.62
37.7,127.45,59.22
37.7,127.5,55.81
37.7,127.55,55.33
37.7,127.6,54.39
37.7,127.65,56.12
37.7,127.7,53.65
37.7,127.75,56.23
37.7,127.8,54.84
37.7,127.85,54.02
37.7,127.9,52.61
37.7,127.95,52.63
37.7,128.0,56.18
37.7,128.05,54.46
37.7,128.1,54.07
37.7,128.15,52.92
37.7,128.2,51.4
37.7,128.25,51.86
37.7,128.3,53.64
37.7,128.35,56.75
37.7,128.4,56.05
37.7,128.45,57.36
37.7,128.5,58.63
37.7,128.55,56.33
37.7,128.6,54.16
37.7,128.65,56.2
37.7,128.7,58.08
37.7,128.75,61.66
37.7,128.8,55.12
37.7,128.85,51.87
37.7,128.9,51.81
37.7,128.95,51.96
37.7,129.0,50.76
37.7,129.05,49.28
37.75,126.25,43.82
37.75,126.3,44.67
37.75,126.35,43.37
37.75,126.4,45.32
37.75,126.45,47.28
37.75,126.5,45.07
37.75,126.55,46.6
37.75,126.6,45.6
37.75,126.65,46.21
37.75,126.7,47.86
37.75,126.75,50.29
37.75,126.8,50.85
37.75,126.85,49.85
37.75,126.9,50.37
37.75,126.95,52.78
37.75,127.0,54.26
37.75,127.05,54.37
37.75,127.1,52.97
37.75,127.15,54.8
37.75,127.2,55.22
37.75,127.25,59.58
37.75,127.3,63.47
37.75,127.35,65.98
37.75,127.4,60.57
37.75,127.45,58.1
37.75,127.5,59.09
37.75,127.55,56.17
37.75,127.6,59.13
37.75,127.65,56.46
37.75,127.7,56.9
37.75,127.75,55.79
37.75,127.8,55.85
37.75,127.85,56.96
37.75,127.9,54.27
37.75,127.95,52.0
37.75,128.0,53.12
37.75,128.05,53.65
37.75,128.1,53.03
37.75,128.15,51.03
37.75,128.2,51.61
37.75,128.25,54.88
37.75,128.3,54.62
37.75,128.35,55.89
37.75,128.4,54.19
37.75,128.45,56.38
37.75,128.5,57.53
37.75,128.55,59.59
37.75,128.6,57.59
37.75,128.65,59.41
37.75,128.7,64.14
37.75,128.75,61.11
37.75,128.8,54.73
37.75,128.85,52.23
37.75,128.9,52.1
37.75,128.95,50.37
37.75,129.0,48.26
37.8,124.7,33.09
37.8,126.25,43.74
37.8,126.3,44.38
37.8,126.4,43.99
37.8,126.45,45.56
37.8,126.5,45.15
37.8,126.7,47.55
37.8,126.75,49.47
37.8,126.8,48.97
37.8,126.85,50.45
37.8,126.9,51.8
37.8,126.95,52.5
37.8,127.0,53.34
37.8,127.05,53.91
37.8,127.1,53.41
37.8,127.15,56.04
37.8,127.2,56.97
37.8,127.25,62.04
37.8,127.3,66.61
37.8,127.35,60.17
37.8,127.4,63.03
37.8,127.45,63.08
37.8,127.5,54.77
37.8,127.55,56.17
37.8,127.6,56.72
37.8,127.65,55.99
37.8,127.7,55.01
37.8,127.75,55.44
37.8,127.8,57.87
37.8,127.85,58.59
37.8,127.9,56.99
37.8,127.95,54.67
37.8,128.0,50.95
37.8,128.05,51.24
37.8,128.1,51.29
37.8,128.15,51.54
37.8,128.2,53.5
37.8,128.25,53.5
37.8,128.3,53.12
37.8,128.35,55.83
37.8,128.4,54.47
37.8,128.45,54.09
37.8,128.5,55.83
37.8,128.55,60.06
37.8,128.6,59.83
37.8,128.65,59.92
37.8,128.7,59.46
37.8,128.75,57.22
37.8,128.8,51.47
37.8,128.85,47.58
37.8,128.9,47.24
37.85,126.7,46.02
37.85,126.75,47.83
37.85,126.8,50.31
37.85,126.85,52.38
37.85,126.9,54.48
37.85,126.95,55.35
37.85,127.0,53.71
37.85,127.05,53.99
37.85,127.1,57.97
37.85,127.15,60.29
37.85,127.2,56.82
37.85,127.25,61.56
37.85,127.3,61.29
37.85,127.35,60.78
37.85,127.4,61.67
37.85,127.45,63.68
37.85,127.5,59.07
37.85,127.55,60.28
37.85,127.6,59.45
37.85,127.65,57.25
37.85,127.7,52.41
37.85,127.75,51.56
37.85,127.8,55.06
37.85,127.85,56.39
37.85,127.9,58.55
37.85,127.95,59.16
37.85,128.0,55.97
37.85,128.05,50.24
37.85,128.1,54.69
37.85,128.15,55.55
37.85,128.2,57.07
37.85,128.25,52.95
37.85,128.3,51.38
37.85,128.35,52.74
37.85,128.4,58.27
37.85,128.45,57.71
37.85,128.5,58.39
37.85,128.55,59.34
37.85,128.6,60.09
37.85,128.65,58.12
37.85,128.7,56.18
37.85,128.75,51.08
37.85,128.8,44.9
37.85,128.85,43.63
37.9,124.65,31.71
37.9,124.7,34.15
37.9,126.7,46.91
37.9,126.75,49.22
37.9,126.8,50.06
37.9,126.85,50.67
37.9,126.9,54.2
37.9,126.95,56.74
37.9,127.0,55.2
37.9,127.05,53.69
37.9,127.1,58.58
37.9,127.15,64.67
37.9,127.2,57.99
37.9,127.25,56.61
37.9,127.3,55.99
37.9,127.35,58.46
37.9,127.4,60.11
37.9,127.45,60.87
37.9,127.5,59.95
37.9,127.55,60.07
37.9,127.6,61.35
37.9,127.65,57.82
37.9,127.7,51.2
37.9,127.75,50.49
37.9,127.8,53.09
37.9,127.85,55.14
37.9,127.9,54.1
37.9,127.95,55.67
37.9,128.0,55.51
37.9,128.05,51.6
37.9,128.1,55.91
37.9,128.15,58.39
37.9,128.2,57.01
37.9,128.25,54.31
37.9,128.3,49.02
37.9,128.35,53.05
37.9,128.4,55.34
37.9,128.45,56.72
37.9,128.5,55.79
37.9,128.55,58.18
37.9,128.6,58.35
37.9,128.65,54.6
37.9,128.7,53.96
37.9,128.75,50.71
37.9,128.8,45.25
37.9,128.85,43.66
37.95,124.6,28.93
37.95,124.65,31.11
37.95,124.7,33.44
37.95,126.65,51.18
37.95,126.7,49.86
37.95,126.75,50.64
37.95,126.8,49.42
37.95,126.85,49.31
37.95,126.9,51.62
37.95,126.95,53.81
37.95,127.0,56.01
37.95,127.05,55.39
37.95,127.1,57.26
37.95,127.15,56.45
37.95,127.2,55.13
37.95,127.25,54.65
37.95,127.3,57.73
37.95,127.35,56.74
37.95,127.4,58.95
37.95,127.45,59.24
37.95,127.5,59.93
37.95,127.55,59.78
37.95,127.6,58.25
37.95,127.65,56.36
37.95,127.7,53.6
37.95,127.75,53.27
37.95,127.8,55.78
37.95,127.85,55.44
37.95,127.9,54.34
37.95,127.95,54.55
37.95,128.0,55.46
37.95,128.05,53.03
37.95,128.1,53.98
37.95,128.15,54.61
37.95,128.2,54.81
37.95,128.25,54.09
37.95,128.3,47.54
37.95,128.35,45.6
37.95,128.4,51.06
37.95,128.45,54.33
37.95,128.5,57.56
37.95,128.55,57.19
37.95,128.6,58.02
37.95,128.65,55.62
37.95,128.7,55.13
37.95,128.75,50.26
38.0,126.65,51.68
38.0,126.7,50.35
38.0,126.75,49.45
38.0,126.8,49.87
38.0,126.85,50.4
38.0,126.9,51.82
38.0,126.95,52.59
38.0,127.0,51.17
38.0,127.05,52.23
38.0,127.1,52.81
38.0,127.15,53.95
38.0,127.2,53.82
38.0,127.25,52.73
38.0,127.3,55.35
38.0,127.35,54.38
38.0,127.4,54.6
38.0,127.45,57.42
38.0,127.5,59.07
38.0,127.55,60.54
38.0,127.6,56.95
38.0,127.65,54.16
38.0,127.7,54.04
38.0,127.75,55.64
38.0,127.8,57.11
38.0,127.85,57.54
38.0,127.9,55.23
38.0,127.95,52.74
38.0,128.0,53.92
38.0,128.05,52.01
38.0,128.1,50.9
38.0,128.15,51.45
38.0,128.2,53.45
38.0,128.25,50.52
38.0,128.3,48.99
38.0,128.35,50.46
38.0,128.4,52.48
38.0,128.45,57.84
38.0,128.5,59.82
38.0,128.55,56.47
38.0,128.6,56.95
38.0,128.65,55.73
38.0,128.7,54.02
38.0,128.75,51.81
38.05,126.75,52.01
38.05,126.8,51.29
38.05,126.85,50.48
38.05,126.9,53.08
38.05,126.95,52.88
38.05,127.0,50.28
38.05,127.05,51.46
38.05,127.1,52.0
38.05,127.15,52.43
38.05,127.2,52.79
38.05,127.25,52.57
38.05,127.3,51.05
38.05,127.35,52.74
38.05,127.4,52.14
38.05,127.45,54.1
38.05,127.5,56.74
38.05,127.55,57.13
38.05,127.6,55.52
38.05,127.65,52.85
38.05,127.7,52.66
38.05,127.75,54.22
38.05,127.8,53.63
38.05,127.85,54.61
38.05,127.9,56.1
38.05,127.95,54.76
38.05,128.0,51.42
38.05,128.05,52.77
38.05,128.1,55.03
38.05,128.15,54.61
38.05,128.2,51.49
38.05,128.25,53.9
38.05,128.3,53.54
38.05,128.35,52.4
38.05,128.4,55.53
38.05,128.45,59.44
38.05,128.5,57.74
38.05,128.55,57.59
38.05,128.6,55.92
38.05,128.65,54.08
38.05,128.7,54.21
38.1,126.75,52.18
38.1,126.8,50.95
38.1,126.85,51.08
38.1,126.9,52.87
38.1,126.95,51.68
38.1,127.0,49.03
38.1,127.05,49.71
38.1,127.1,51.31
38.1,127.15,52.7
38.1,127.2,52.94
38.1,127.25,50.02
38.1,127.3,46.5
38.1,127.35,49.15
38.1,127.4,51.16
38.1,127.45,53.16
38.1,127.5,55.63
38.1,127.55,56.76
38.1,127.6,54.94
38.1,127.65,52.04
38.1,127.7,51.8
38.1,127.75,53.53
38.1,127.8,52.23
38.1,127.85,51.95
38.1,127.9,52.4
38.1,127.95,53.11
38.1,128.0,49.82
38.1,128.05,50.96
38.1,128.1,54.6
38.1,128.15,54.66
38.1,128.2,49.16
38.1,128.25,51.79
38.1,128.3,54.18
38.1,128.35,57.28
38.1,128.4,60.75
38.1,128.45,61.43
38.1,128.5,63.45
38.1,128.55,64.27
38.1,128.6,59.28
38.1,128.65,53.97
38.15,126.8,52.19
38.15,126.85,53.55
38.15,126.9,53.04
38.15,126.95,51.66
38.15,127.0,50.1
38.15,127.05,50.85
38.15,127.1,53.08
38.15,127.15,54.18
38.15,127.2,55.24
38.15,127.25,51.2
38.15,127.3,48.45
38.15,127.35,48.39
38.15,127.4,51.35
38.15,127.45,51.52
38.15,127.5,54.41
38.15,127.55,55.41
38.15,127.6,53.4
38.15,127.65,51.58
38.15,127.7,51.51
38.15,127.75,52.47
38.15,127.8,55.18
38.15,127.85,53.07
38.15,127.9,52.56
38.15,127.95,52.78
38.15,128.0,52.86
38.15,128.05,52.08
38.15,128.1,54.74
38.15,128.15,53.42
38.15,128.2,51.4
38.15,128.25,51.16
38.15,128.3,53.1
38.15,128.35,60.6
38.15,128.4,61.62
38.15,128.45,65.83
38.15,128.5,69.74
38.15,128.55,63.1
38.15,128.6,58.24
38.2,126.85,54.0
38.2,126.9,53.34
38.2,126.95,51.72
38.2,127.0,50.22
38.2,127.05,51.86
38.2,127.1,52.47
38.2,127.15,53.51
38.2,127.2,55.83
38.2,127.25,51.98
38.2,127.3,50.93
38.2,127.35,52.55
38.2,127.4,52.5
38.2,127.45,51.99
38.2,127.5,53.6
38.2,127.55,56.17
38.2,127.6,53.81
38.2,127.65,53.91
38.2,127.7,54.55
38.2,127.75,53.51
38.2,127.8,52.75
38.2,127.85,53.22
38.2,127.9,53.22
38.2,127.95,51.36
38.2,128.0,54.44
38.2,128.05,52.92
38.2,128.1,56.94
38.2,128.15,58.45
38.2,128.2,51.06
38.2,128.25,53.86
38.2,128.3,57.13
38.2,128.35,57.52
38.2,128.4,62.44
38.2,128.45,69.89
38.2,128.5,62.14
38.2,128.55,56.19
38.2,128.6,53.54
38.25,127.0,49.28
38.25,127.05,50.31
38.25,127.1,52.36
38.25,127.15,52.86
38.25,127.2,52.28
38.25,127.25,51.84
38.25,127.3,53.31
38.25,127.35,55.72
38.25,127.4,52.32
38.25,127.45,51.37
38.25,127.5,51.72
38.25,127.55,51.9
38.25,127.6,52.41
38.25,127.65,53.07
38.25,127.7,54.89
38.25,127.75,53.9
38.25,127.8,49.34
38.25,127.85,51.46
38.25,127.9,52.23
38.25,127.95,58.05
38.25,128.0,55.31
38.25,128.05,55.74
38.25,128.1,60.65
38.25,128.15,58.57
38.25,128.2,53.6
38.25,128.25,54.72
38.25,128.3,58.21
38.25,128.35,60.17
38.25,128.4,60.92
38.25,128.45,61.33
38.25,128.5,55.87
38.25,128.55,52.94
38.25,128.6,51.48
38.3,127.15,54.02
38.3,127.2,52.06
38.3,127.25,51.57
38.3,127.3,53.43
38.3,127.35,55.49
38.3,127.4,52.91
38.3,127.45,52.5
38.3,127.5,52.13
38.3,127.55,51.54
38.3,127.6,52.07
38.3,127.65,51.65
38.3,127.7,52.68
38.3,127.75,52.21
38.3,127.8,50.39
38.3,127.85,51.51
38.3,127.9,53.71
38.3,127.95,58.41
38.3,128.0,55.75
38.3,128.05,55.81
38.3,128.1,59.98
38.3,128.15,58.27
38.3,128.2,54.86
38.3,128.25,55.57
38.3,128.3,58.91
38.3,128.35,57.01
38.3,128.4,56.12
38.3,128.45,55.45
38.3,128.5,54.02
38.3,128.55,52.52
38.35,127.75,49.7
38.35,127.8,49.47
38.35,128.15,55.83
38.35,128.2,53.68
38.35,128.25,56.86
38.35,128.3,57.85
38.35,128.35,56.26
38.35,128.4,51.91
38.35,128.45,51.78
38.35,128.5,51.51
38.4,128.25,55.09
38.4,128.3,53.48
38.4,128.35,55.32
38.4,128.4,51.37
38.4,128.45,50.07
38.4,128.5,50.5
38.45,128.3,50.89
38.45,128.35,52.19
38.45,128.4,45.94
38.45,128.45,45.09
38.5,128.3,49.06
38.5,128.35,50.9
38.5,128.4,47.9
38.55,128.35,50.96
38.55,128.4,49.31
38.6,128.35,49.78
